relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status
REL-00034,ZLH-001,ZLH-031,师生关系,待核验,90,critical,"“迹出大群的新的战士“,左联时期的鲁迅,培育、提携了一大批文学新人如柔石、孙用、艾芜、沙汀、葛琴、周文、叶紫、徐檀",左联词典 第104页; 左联词典 第131页; 左联词典 第252页; 左联词典 第331页; 左联词典 第483页,5,SRC-0007;SRC-0008;SRC-0149;SRC-0150;SRC-0151,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,low,yes,师生关系,证据不足,证据不足,虽然提到鲁迅对葛琴的培养，但没有明确证据支持师生关系。,0.85,hidden
REL-00035,ZLH-001,ZLH-032,交游,交游,25,low,"献了自己的佳作,如鲁迅、瞿秋白、徐懋庸、聂绀弩、廖沫沙的；区。8月2日,为鲁迅起草《答徐懋庸并关于抗日统一战线问",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第143页; 左联词典 第173页,5,SRC-0007;SRC-0039;SRC-0135;SRC-0152;SRC-0153,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00036,ZLH-001,ZLH-034,文学论战,文学论战,25,low,"左翼作家联盟成工大会,并继鲁迅、彭康演说之后发表简短讲诚,问年5月中国社会移学冠联",左联词典 第163页; 左联词典 第168页; 左联词典 第179页; 左联词典 第180页; 左联词典 第242页,5,SRC-0154;SRC-0060;SRC-0155;SRC-0156;SRC-0157,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00037,ZLH-001,ZLH-035,师生关系,待核验,90,critical,"山、草明、李辉英、周文、柏山、东平、征农、荒煤、葛琴、徐盈、；沙汀、李辉英、芦焕、葛琴等,扩大了左翼文学队伍;同时大力；生活短篇小说。李辉英作,载《新语林》1934年10月",左联词典 第104页; 左联词典 第107页; 左联词典 第131页; 左联词典 第402页; 左联词典 第483页,5,SRC-0007;SRC-0012;SRC-0008;SRC-0158;SRC-0151,人物-人物关系使用强证据型关系标签；证据更像长名单并列共现；缺少师生关键词；证据不足以支撑原关系类型,low,yes,师生关系,证据不足,证据不足,提到鲁迅的教导，但没有直接证据支持师生关系。,0.85,hidden
REL-00038,ZLH-001,ZLH-036,交游,交游,25,low,"野、陈北鸥、穆木天一度共同工作。其时,主编抗日救亡杂志；穆木天及上海反帝大同盟的刘艺明、李生萱 ( 艾思奇 ) 等去上；16日,和鲁迅、楞石、冯雪峰、沈端先、华汉 ( 阳翰笙 ) 等12人举行“新文学运动者的讨论会“总结两年来革命文学运动的经验教训,确定今后方针任务,会",左联词典 第104页; 左联词典 第157页; 左联词典 第161页; 左联词典 第168页; 左联词典 第207页,5,SRC-0007;SRC-0132;SRC-0159;SRC-0060;SRC-0160,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00039,ZLH-001,ZLH-037,交游,交游,25,low,"1932年11月15日《文化月报》1卷1期,鲁迅、茅盾、丁玲、曹靖华、洛扬 ( 冯雪峰 )、突如( 夏衍 )、适夷等联名签署,祖词；作,左联派楼适夷参加委员会.同年5月17日,良友图书公司郑伯奇向赵家壁传达鲁迅的意见:立刻出版丁玲的长篇小说",左联词典 第107页; 左联词典 第108页; 左联词典 第123页; 左联词典 第132页; 左联词典 第168页,5,SRC-0012;SRC-0039;SRC-0013;SRC-0054;SRC-0060,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00040,ZLH-001,ZLH-039,交游,交游,25,low,"奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚叶紫、何家槐、艾芜、欧阳山、吴奚如等也参加过委员会。马克思主义理论研究委员会；中表现“闭年10月19日鲁迅逝世,他和草明、张天翼、周文.胡风、欧阳山、奚如、聂绀弩、姚克、",左联词典 第104页; 左联词典 第109页; 左联词典 第142页; 左联词典 第145页; 左联词典 第158页,5,SRC-0007;SRC-0135;SRC-0055;SRC-0131;SRC-0143,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00041,ZLH-001,ZLH-041,组织隶属,纪念/悼念,85,critical,"“以鲁迅为首的左翼作家的可贵之处“,在于“具有高度的社会；受到鲁迅鼓励的经过。丧琴,战士的胸怀“传记。",左联词典 第513页; 左联词典 第685页,3,SRC-0161;SRC-0162,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现纪念/悼念动作,medium,no,组织隶属,纪念/悼念,纪念/悼念,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现纪念/悼念动作,0.70,formal
REL-00042,ZLH-001,ZLH-042,交游,交游,25,low,"死》、魏金枝《七封书信的自传》都称为“优秀之作“( 鲁迅《我们要批评家》) 。同年4月中；不知鲁迅家新址,于18日清晨到韩佩桁家,韩当即陪同魏金枝",左联词典 第104页; 左联词典 第192页; 左联词典 第336页; 左联词典 第358页; 左联词典 第460页,5,SRC-0007;SRC-0126;SRC-0163;SRC-0164;SRC-0165,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00043,ZLH-001,ZLH-043,组织隶属,同属组织,60,high,回忆郊祭李大钊同志（端木良）北平左联支部的一年（陈辛仁）,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00044,ZLH-001,ZLH-045,交游,交游,25,low,"春,和茅眉、王任叔、周立波等34位作家发起筹备作家协会( 后改名中国文艺家协会 ) .同年4月21日,衔命给鲁迅写信并；化总同盟常委、宣传部长,分工货货联系十余所大学的文艺社团,常与周立波、殷夫、任钧等盟员去复旦大学等校开展活动,鲁迅、蔡和森等都被他请来作过",左联词典 第104页; 左联词典 第108页; 左联词典 第109页; 左联词典 第224页; 左联词典 第239页,5,SRC-0007;SRC-0039;SRC-0135;SRC-0166;SRC-0128,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00045,ZLH-001,ZLH-046,组织隶属,待核验,75,high,"年第1期。记葛琴生平,同鲁迅先生的交往和鲁迅为小说《总退却》写的序言,还记下张天耀、叶以群、邵荃麟等左翼作家去宜",左联词典 第685页,1,SRC-0162,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes,组织隶属,同属组织,同属组织,证据仅支持共同属于左联组织，没有其他关系的明确证据。,0.9,review
REL-00046,ZLH-001,ZLH-048,交游,交游,25,low,"王任叔、王淑明、王志之、王余杞、王幔桓、王蕾嘉、王冶秋、；心帮助后午青年,是没有两样的.“同年10月30日,和萧军、沙汀、周文、蒋牧良、以群、欧阳丨、张天冀、草明、王任叔、；文艺家协会,拥护文艺界的抗日统一战线.在《我们对推行新文字的意见》上签名,赞同使用、推广拉丁化新文字。同年10月19日鲁迅逝世,他在《生活星期",左联词典 第102页; 左联词典 第104页; 左联词典 第140页; 左联词典 第156页; 左联词典 第200页,5,SRC-0011;SRC-0007;SRC-0057;SRC-0142;SRC-0129,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00047,ZLH-001,ZLH-050,交游,交游,25,low,小纽参加会议和活动。左联在激烈的阶级斗争和,左联词典 第102页,2,SRC-0011,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00048,ZLH-001,ZLH-054,组织隶属,合作,85,critical,"1930年2月,与许幸之、王一榴等发起组织左翼美术囡体时代；叶沉、许幸之、莞尔、潘汉年、陶唾孙、杨郫人等。日本革命作；许幸之、田汉、沈端先 ( 夏衍 )、陶晶孙、徐盈、方英、 ( 钱枪",左联词典 第158页; 左联词典 第476页; 左联词典 第483页; 左联词典 第489页; 左联词典 第496页,5,SRC-0143;SRC-0167;SRC-0151;SRC-0168;SRC-0169,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00049,ZLH-001,ZLH-055,交游,交游,25,low,"星胡蝶、金焰、程步高、卜万苍、周剑云、郑正秋、许幸之、史东山、孙师毅、王人美、周伯勋、郑君里、舒绣文等40余人出席。那晚,鲁迅先生也光临这一盛会,他的座位在瓦扬.古久列的正对面。田汉回忆说,欢迎宴会由严春棠、郑正秋、卜万苍等相继致欢迎词…",左联史 第191页,1,SRC-0170,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00050,ZLH-001,ZLH-058,交游,交游,25,low,"基、鲁迅逝世等活动。鲁迅、郭沫若积极支持东京；大量阅读鲁迅、郭沫若、蒋光憎等左翼作家作品并开始学习写；鲁迅、郭沫若、郁达夫、蒋光慈,钱杏邮等革命作家的文艺思想",左联词典 第102页; 左联词典 第114页; 左联词典 第136页; 左联词典 第140页; 左联词典 第168页,5,SRC-0011;SRC-0141;SRC-0171;SRC-0057;SRC-0060,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00051,ZLH-001,ZLH-059,组织隶属,合作,85,critical,"刊,封面设计钱君甸。撰稿人有宋阳 ( 瞿秋白 )、鲁迅、茅盾、丁玲、蓬子、金丁、冰莹、周起应( 周扬 )、白薇、洪深、张天鬟.；号。主要撰稿人多为左联盟员,如鲁迅、郭沫若、聂绀弩、沈起才、奚如、东平、张天虚、马子华、周而复、白薇、周文、田间、",左联词典 第104页; 左联词典 第166页; 左联词典 第168页; 左联词典 第483页; 左联词典 第486页,5,SRC-0007;SRC-0172;SRC-0060;SRC-0151;SRC-0173,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no,组织隶属,合作,合作,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,0.70,formal
REL-00052,ZLH-001,ZLH-060,通信,通信,0,low,晴。上午得王衡信。下午往内山书店买翻译书三种，四元三角。又《漫大観》第九本一本，一元一角。晚真吾来。得侍桁信并稿,鲁迅日记 1928年11月30日,1,SRC-0174,结构性检测未发现需要自动改写的明确证据。,medium,no,通信,通信,通信,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00053,ZLH-001,ZLH-061,文学论战,文学论战,25,low,"寓秘密会见鲁迅先生。同年秋,朱镜我让楼适夷陪同陈赔再度；有鲁迅、潘汉年、华汉、冯雪峰、沈端先、冯刀超、朱镜我、白萄、",左联词典 第168页; 左联词典 第179页; 左联词典 第180页; 左联词典 第181页; 左联词典 第477页,5,SRC-0060;SRC-0155;SRC-0156;SRC-0175;SRC-0176,结构性检测未发现需要自动改写的明确证据。,medium,no,文学论战,文学论战,文学论战,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00054,ZLH-001,ZLH-064,组织隶属,同属组织,60,high,天津左联的片断回忆（张香山）广州左联杂忆（杜埃）,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes,组织隶属,同属组织,同属组织,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,0.40,formal
REL-00055,ZLH-001,ZLH-065,签名联署,签名联署,25,low,"联的宣言,鲁迅和冯雪峰等同志的文章和我馆的调查“,肯定当；群象“等节,记述了尾崎跟鲁迅,夏衍、陶唾孙、史沫特莱、山上",左联词典 第525页; 左联词典 第563页,3,SRC-0177;SRC-0178,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00056,ZLH-001,ZLH-067,师生关系,师生关系,70,high,奎光、汪金丁、鲁迅、苟盾、周扬、胡风、任钧、沙汀、杨骚,左联词典 第108页; 左联词典 第109页; 左联词典 第114页; 左联词典 第142页; 左联词典 第184页,5,SRC-0039;SRC-0135;SRC-0141;SRC-0055;SRC-0179,结构性检测未发现需要自动改写的明确证据。,medium,no,师生关系,师生关系,师生关系,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00057,ZLH-001,ZLH-069,签名联署,签名联署,25,low,“凌鹤、于伶、宋之的、张庚等伊办《光朋》半月刊。同年6月加；骚、梅雨、张庚、茅眉、周扬、凡海的论文17篇。在“国防文,左联词典 第229页; 左联词典 第487页,3,SRC-0180;SRC-0181,结构性检测未发现需要自动改写的明确证据。,medium,no,签名联署,签名联署,签名联署,结构性检测未发现需要自动改写的明确证据。,0.70,formal
REL-00058,ZLH-001,ZLH-071,交游,交游,0,low,晴。上午寄小峰信。寄广平信。张我军来，未见。得广平信，五月二十七日发。霁野来。范文澜来。第二师范学院学生二人来。钱稻孙来，未见。下午寄徐旭生信。第一师范学院学生二人来。乔大壮来。得广平信，上月二十九日发。得真吾信，亦二十九日所发,鲁迅日记 1929年6月1日,2,SRC-0182,结构性检测未发现需要自动改写的明确证据。,medium,no,交游,交游,交游,结构性检测未发现需要自动改写的明确证据。,0.70,formal
